generation,best_fitness
0,0.9186126022918422
1,0.9226137478973563
2,0.9226137478973563
3,0.9226137478973563
4,0.9233977618087312
5,0.9239127477805865
6,0.9239127477805865
7,0.9245135279284739
8,0.9245135279284739
9,0.9245135279284739
10,0.924775565465201
11,0.924828111833821
12,0.9248338556410814
13,0.9255027093728204
14,0.9255353259926214
15,0.9255353259926214
16,0.9266096230863181
17,0.9273616200061225
18,0.9273616200061225
19,0.9273817864502956
20,0.9277299495365505
21,0.9277299495365505
22,0.9277299495365505
23,0.9277299495365505
24,0.9298307943811679
25,0.9298307943811679
26,0.9298307943811679
27,0.9298307943811679
28,0.9298307943811679
29,0.9298307943811679
30,0.9298307943811679
31,0.9298307943811679
32,0.9298307943811679
33,0.9349265297620738
34,0.9349270662715432
35,0.9349319264161483
36,0.9382225914669747
37,0.9382249110814453
38,0.9382249110814453
39,0.9382266784067562
40,0.9382266784067562
41,0.9382266784067562
42,0.9382266784067562
43,0.9382266784067562
44,0.9382266784067562
45,0.9382266784067562
46,0.9382266784067562
47,0.9382266784067562
48,0.9382266784067562
49,0.9424532684472469
50,0.9424532684472469
51,0.9424532684472469
52,0.9424532684472469
53,0.9424532684472469
54,0.9424532684472469
55,0.9424532684472469
56,0.9424532684472469
57,0.9424532684472469
58,0.9424532684472469
59,0.9424532684472469
60,0.9424532684472469
61,0.9424532684472469
62,0.9424532684472469
63,0.9425026746575018
64,0.9425026746575018
65,0.9425026746575018
66,0.9425026746575018
67,0.9425026746575018
68,0.9446658966177812
69,0.9446658966177812
70,0.9446658966177812
71,0.9446658966177812
72,0.9446658966177812
73,0.9446658966177812
74,0.9446658966177812
75,0.94980063939305
76,0.94980063939305
77,0.94980063939305
78,0.94980063939305
79,0.94980063939305
80,0.94980063939305
81,0.94980063939305
82,0.94980063939305
83,0.94980063939305
84,0.94980063939305
85,0.94980063939305
86,0.94980063939305
87,0.9498076613552229
88,0.9498090657476576
89,0.9498090657476576
90,0.9498090657476576
91,0.9498090657476576
92,0.9498090657476576
93,0.9498090657476576
94,0.9498090657476576
95,0.9498090657476576
96,0.9498090657476576
97,0.9498090657476576
98,0.9498090657476576
99,0.9498090657476576
100,0.9498090657476576
101,0.9498090657476576
102,0.9498090657476576
103,0.9498090657476576
104,0.951178395710449
105,0.9511798001028836
106,0.9511798001028836
107,0.9511798001028836
108,0.9511798001028836
109,0.9511798001028836
110,0.9546871203012027
111,0.9546871203012027
112,0.9546871203012027
113,0.9546871203012027
114,0.9546871203012027
115,0.9546871203012027
116,0.9558570896570442
117,0.9558570896570442
118,0.9558570896570442
119,0.9558570896570442
120,0.9558570896570442
121,0.956092143923399
122,0.956092143923399
123,0.956092143923399
124,0.956092143923399
125,0.956092143923399
126,0.956092143923399
127,0.956092143923399
128,0.956092143923399
129,0.956092143923399
130,0.956092143923399
131,0.956092143923399
132,0.956092143923399
133,0.9577184461423391
134,0.9577184461423391
135,0.9577184461423391
136,0.9577184461423391
137,0.9577184461423391
138,0.9577184461423391
139,0.9577184461423391
140,0.9577184461423391
141,0.9577184461423391
142,0.9577184461423391
143,0.9591475653515873
144,0.9591475653515873
145,0.9591475653515873
146,0.9591475653515873
147,0.9591475653515873
148,0.9591475653515873
149,0.9591475653515873
150,0.9591475653515873
151,0.9591475653515873
152,0.9591475653515873
153,0.9591475653515873
154,0.9591475653515873
155,0.9591475653515873
156,0.9591475653515873
157,0.9591475653515873
158,0.9591475653515873
159,0.9591475653515873
160,0.9591475653515873
161,0.9591475653515873
162,0.9596082060701312
163,0.9596082060701312
164,0.9596082060701312
165,0.9596082060701312
166,0.9596082060701312
167,0.9596082060701312
168,0.9596082060701312
169,0.9596082060701312
170,0.9596082060701312
171,0.9596082060701312
172,0.9596082060701312
173,0.9596082060701312
174,0.9596082060701312
175,0.9596082060701312
176,0.9596082060701312
177,0.9596082060701312
178,0.9596798143046048
179,0.9596798143046048
180,0.9612621069673645
181,0.9612621069673645
182,0.9612621069673645
183,0.9612621069673645
184,0.9612621069673645
185,0.9612621069673645
186,0.9612621069673645
187,0.9612621069673645
188,0.9612621069673645
189,0.9612628643924978
190,0.9612628643924978
191,0.9612628643924978
192,0.9612628643924978
193,0.9612628643924978
194,0.9612628643924978
195,0.9612628643924978
196,0.9612628643924978
197,0.9612628643924978
198,0.9612628643924978
199,0.9612628643924978
200,0.9620889627378394
201,0.9620889627378394
202,0.9620889627378394
203,0.9620889627378394
204,0.9620889627378394
205,0.9620889627378394
206,0.9620889627378394
207,0.9620889627378394
208,0.9620889627378394
209,0.9620893887894768
210,0.9620893887894768
211,0.9620893887894768
212,0.9620893887894768
213,0.9620893887894768
214,0.9620893887894768
215,0.9620897201629727
216,0.9620897201629727
217,0.9620897201629727
218,0.9620897201629727
219,0.9620897201629727
220,0.9620897201629727
221,0.9620897201629727
222,0.9620897201629727
223,0.9620897201629727
224,0.9620897201629727
225,0.9620897201629727
226,0.9620897201629727
227,0.9620897201629727
228,0.9620897201629727
229,0.9620897201629727
230,0.9620897201629727
231,0.9620897201629727
232,0.9620897201629727
233,0.9620898148411143
234,0.9620898148411143
235,0.9620898148411143
236,0.9620898148411143
237,0.9620898148411143
238,0.9620898148411143
239,0.9620898148411143
240,0.9620898148411143
241,0.9620898148411143
242,0.9620898148411143
243,0.9620898621801851
244,0.9620914717085933
245,0.9620914717085933
246,0.9620914717085933
247,0.9620914717085933
248,0.9620914717085933
249,0.9620914717085933
250,0.9620930812370014
251,0.9620930812370014
252,0.9620930812370014
253,0.9620930812370014
254,0.9620930812370014
255,0.9620933179323556
256,0.9620933179323556
257,0.9620933179323556
258,0.9620933179323556
259,0.9620933179323556
260,0.9620933179323556
261,0.9620933179323556
262,0.9620933179323556
263,0.9620939333402764
264,0.9623514736652748
265,0.9623514736652748
266,0.9623514736652748
267,0.9623514736652748
268,0.9623514736652748
269,0.9623514736652748
270,0.9623514736652748
271,0.9623514736652748
272,0.9623514736652748
273,0.9623514736652748
274,0.9623514736652748
275,0.9623514736652748
276,0.9623514736652748
277,0.9623514736652748
278,0.9623514736652748
279,0.9623514736652748
280,0.9623514736652748
281,0.9623514736652748
282,0.9623514736652748
283,0.9623514736652748
284,0.9623514736652748
285,0.9623514736652748
286,0.9623514736652748
287,0.9623518997169124
288,0.9623518997169124
289,0.9623518997169124
290,0.9623518997169124
291,0.9623518997169124
292,0.9623518997169124
293,0.9623518997169124
294,0.9623518997169124
295,0.9623518997169124
296,0.9623518997169124
297,0.9623518997169124
298,0.9623518997169124
299,0.9623518997169124
300,0.9623518997169124
301,0.9623518997169124
302,0.9623518997169124
303,0.9623518997169124
304,0.9623518997169124
305,0.9623518997169124
306,0.9627904488690696
307,0.9627904488690696
308,0.9627904488690696
309,0.9627904488690696
310,0.9627904488690696
311,0.9627904488690696
312,0.9627904488690696
313,0.9627904488690696
314,0.9627904488690696
315,0.9627904488690696
316,0.9627904488690696
317,0.9627904488690696
318,0.9627904488690696
319,0.9627904488690696
