63,139,124,108,54,158,235,206,105,3
25,39,35,128,238,229,105,3,1,235
109,119,213,102,60,33,244,207,255,79
176,243,200,243,238,143,79,53,67,107
119,192,174,126,4,68,216,35,238,128
50,78,98,119,199,140,130,20,1,51
58,66,87,160,255,240,85,183,255,136
253,242,107,175,191,169,159,103,254,115
17,13,121,109,196,3,8,3,217,142
207,133,150,221,22,253,114,73,119,254
210,243,251,117,64,152,149,30,101,191
246,143,188,208,126,55,54,9,81,124
116,6,197,181,96,227,240,101,103,133
191,39,153,198,250,97,200,205,201,171
13,16,65,161,0,0,208,175,2,253
72,119,148,101,93,187,252,89,9,9
56,26,61,120,53,133,4,0,76,1
220,136,217,249,38,72,245,44,107,171
240,106,159,232,232,53,57,108,188,90
59,43,65,128,178,212,23,58,34,47
0,7,19,212,249,77,254,255,0,254
143,90,82,208,196,191,6,206,2,192
45,13,21,187,117,251,35,227,42,82
24,97,80,177,253,229,254,0,1,1
196,151,87,150,104,182,225,126,245,13
34,35,14,151,3,249,102,251,95,5
228,252,217,123,163,52,196,163,57,148
83,122,161,101,25,64,147,223,207,53
217,187,131,110,255,137,252,3,82,104
157,179,128,223,255,0,245,225,253,239
