generation,best_fitness
0,0.9499927097830924
1,0.9499927097830924
2,0.9499927097830924
3,0.9499927097830924
4,0.9503489520707687
5,0.9503489520707687
6,0.9506618948883271
7,0.9506618948883271
8,0.9512571048055469
9,0.951377472282974
10,0.951377472282974
11,0.9520691907859232
12,0.9520691907859232
13,0.9520691907859232
14,0.9528027570274851
15,0.9528027570274851
16,0.9544718695461446
17,0.9544718695461446
18,0.9544718695461446
19,0.9544718695461446
20,0.9544718695461446
21,0.9544718695461446
22,0.9544718695461446
23,0.9552380050684365
24,0.9554772251730244
25,0.9554772251730244
26,0.9554772251730244
27,0.9554772251730244
28,0.9561121367909791
29,0.9561121367909791
30,0.9575975737148231
31,0.9575975737148231
32,0.9640398847451422
33,0.9640398847451422
34,0.9737254744163881
35,0.9737254744163881
36,0.9737254744163881
37,0.9737254744163881
38,0.9737254744163881
39,0.9737254744163881
40,0.9737254744163881
41,0.9737254744163881
42,0.9737254744163881
43,0.9737254744163881
44,0.9737254744163881
45,0.9737254744163881
46,0.9737254744163881
47,0.9737254744163881
48,0.9737254744163881
49,0.9737254744163881
50,0.9751870051094638
51,0.9751870051094638
52,0.9751870051094638
53,0.9751870051094638
54,0.9751870051094638
55,0.9751870051094638
56,0.9751870051094638
57,0.9751870051094638
58,0.9751870051094638
59,0.9751870051094638
60,0.9751870051094638
61,0.9769088060139556
62,0.9769088060139556
63,0.9769088060139556
64,0.9769088060139556
65,0.9769088060139556
66,0.9769088060139556
67,0.9769088060139556
68,0.9769088060139556
69,0.9769088060139556
70,0.9769088060139556
71,0.9769519319074805
72,0.9769519319074805
73,0.9769519319074805
74,0.9769519319074805
75,0.9769519319074805
76,0.9804142168697513
77,0.9804142168697513
78,0.9804142168697513
79,0.9804142168697513
80,0.9804142168697513
81,0.9804142168697513
82,0.9859058646796881
83,0.9859058646796881
84,0.9859058646796881
85,0.9859058646796881
86,0.9859058646796881
87,0.9859058646796881
88,0.9859058646796881
89,0.9859058646796881
90,0.9859058646796881
91,0.9859058646796881
92,0.9859058646796881
93,0.9859058646796881
94,0.9865999501361787
95,0.9865999501361787
96,0.9868811442169013
97,0.9868811442169013
98,0.9868811442169013
99,0.9868811442169013
100,0.9868811442169013
101,0.9872404477644913
102,0.9872404477644913
103,0.9872404477644913
104,0.9872404477644913
